temperature,rainfall,humidity
33.20,238.00,78.22
30.01,230.71,51.49
33.28,200.33,87.81
34.24,256.43,93.62
39.39,281.77,62.95
29.34,173.99,37.20
23.54,71.24,93.26
31.21,119.59,35.16
16.71,227.49,23.87
37.43,195.27,46.20
17.98,53.34,78.16
23.20,15.37,93.86
35.39,204.89,70.98
29.93,75.32,96.15
24.84,149.90,27.39
26.84,224.02,24.86
36.36,168.80,68.34
23.50,24.99,97.29
36.74,55.67,60.22
17.20,65.80,24.12
34.42,77.36,37.70
36.19,169.62,39.58
19.55,151.19,47.03
25.76,60.95,23.49
19.14,20.27,92.39
32.67,51.43,61.25
28.38,295.31,73.67
30.88,140.56,25.37
19.91,260.20,24.33
20.29,254.63,66.92
16.04,153.46,90.98
23.05,212.01,62.28
28.99,57.83,90.23
36.45,206.52,84.88
31.67,81.72,26.07
25.88,249.62,36.16
38.83,25.12,72.62
32.98,231.94,55.48
38.25,29.98,43.26
28.19,264.36,53.49
21.47,91.26,55.62
16.32,196.32,92.84
33.15,146.25,28.28
18.03,109.89,42.38
22.57,193.63,63.01
28.31,284.26,75.86
29.11,12.38,70.45
30.01,275.66,95.33
19.16,182.72,83.65
24.49,242.19,64.57
30.43,115.16,37.17
39.25,141.55,56.07
33.19,260.66,75.47
38.07,124.45,87.04
34.06,160.40,96.78
29.79,6.06,68.44
19.80,47.58,62.15
31.67,192.51,21.42
30.58,215.09,25.77
30.06,174.78,32.49
27.24,42.99,24.38
28.22,133.62,52.07
23.36,106.53,46.95
27.98,148.70,70.99
19.94,261.10,62.85
35.13,232.76,67.68
19.64,25.20,57.76
17.12,267.09,42.22
25.91,141.53,96.23
31.46,223.16,26.91
25.94,42.01,95.11
21.92,201.22,44.90
28.95,70.90,61.01
23.68,131.51,28.71
38.32,5.06,25.67
38.07,45.48,54.36
27.56,27.62,79.34
23.20,71.92,41.55
33.43,30.01,64.99
15.92,207.57,42.29
26.87,8.71,51.09
23.41,185.32,92.52
38.01,42.21,88.47
15.30,283.55,61.28
28.82,279.93,39.05
33.52,67.65,35.45
27.13,184.33,96.33
17.14,8.40,36.22
39.31,279.54,84.65
27.95,156.90,49.52
30.35,12.97,98.85
20.92,102.75,49.45
27.09,23.05,48.12
25.73,117.88,71.00
16.87,200.98,96.92
17.65,140.97,98.10
35.94,115.12,76.58
21.00,35.75,80.37
19.87,73.48,65.07
27.62,30.04,80.46
34.22,242.25,88.78
16.55,40.57,58.89
29.42,178.61,69.59
17.98,102.82,62.99
15.91,67.79,65.00
16.32,191.84,91.20
35.85,137.10,48.45
17.95,120.04,36.65
16.13,177.86,56.50
25.95,147.38,36.65
36.10,91.05,59.87
21.56,167.72,92.28
25.54,200.85,69.39
16.00,8.01,88.43
26.23,139.76,33.30
29.44,17.30,92.07
29.27,55.92,68.14
23.31,168.15,22.54
22.89,259.86,70.65
17.67,264.84,96.11
24.17,20.98,26.33
17.49,125.73,66.60
34.16,174.90,93.24
39.16,44.12,20.78
39.25,229.63,70.47
36.63,223.27,57.99
30.02,271.00,47.76
32.52,2.55,70.20
22.13,65.01,24.22
30.77,248.16,80.25
26.39,201.17,20.36
27.05,268.32,44.55
33.94,17.15,60.32
22.05,179.09,50.16
22.95,170.71,44.60
38.12,10.70,86.47
16.41,154.06,94.79
27.14,182.86,89.90
37.82,57.39,61.79
30.26,82.00,90.73
28.66,192.10,93.67
21.24,140.49,52.74
23.58,257.40,42.68
36.30,102.71,27.86
28.98,80.00,58.33
27.87,295.46,95.70
17.49,273.34,64.87
15.40,8.70,73.40
39.09,231.22,29.03
24.42,33.10,31.48
30.08,8.25,57.16
16.99,82.11,96.10
32.08,80.80,48.86
38.31,245.80,90.20
29.39,213.20,29.62
18.15,294.48,69.36
29.54,213.45,68.05
34.16,125.48,88.79
25.16,209.68,20.27
37.00,299.84,35.19
31.22,213.04,37.58
37.48,228.50,96.00
30.59,281.51,32.30
18.28,34.10,22.96
22.74,211.44,62.76
20.04,255.24,62.28
37.72,286.31,87.52
34.01,63.29,95.91
31.91,151.18,63.08
22.52,204.17,94.40
19.60,74.24,78.01
33.91,180.14,41.16
26.85,77.27,94.27
20.64,100.04,73.40
30.42,132.46,53.13
16.01,158.76,74.42
23.15,134.81,52.11
26.71,147.96,29.13
18.70,89.58,77.52
39.62,47.69,85.93
20.23,14.20,78.30
18.26,58.79,38.33
20.09,174.58,96.53
34.23,235.83,22.02
25.64,50.77,46.61
29.14,32.57,40.81
15.53,224.79,23.85
15.86,91.55,52.46
26.15,285.45,69.85
35.42,214.30,90.60
37.13,98.03,99.18
17.17,86.86,84.65
28.46,157.11,57.49
37.83,23.74,77.90
24.70,35.30,87.49
35.74,52.76,57.22
18.34,232.42,82.80
38.38,154.16,58.61
33.79,3.17,50.92
38.53,202.05,62.09
31.92,127.11,74.07
24.09,153.26,78.15
38.45,64.23,48.54
21.89,165.53,65.71
23.30,293.75,92.79
32.52,22.03,98.11
34.13,85.18,38.18
38.24,72.90,35.43
20.12,74.56,74.13
34.95,113.61,53.17
33.46,245.43,21.94
16.59,273.86,47.75
24.68,60.66,84.54
22.07,162.88,83.79
22.61,191.07,59.57
39.57,156.55,57.81
31.07,130.22,66.36
32.94,57.59,37.55
39.42,146.47,62.08
24.43,120.36,20.88
35.05,238.67,58.04
25.86,229.08,46.88
36.74,40.20,73.99
19.52,26.56,71.07
38.69,272.45,50.47
20.47,160.65,20.58
23.16,257.34,40.18
33.90,17.45,70.67
24.84,157.95,25.79
30.21,161.83,28.61
26.11,258.21,71.76
33.56,29.28,80.46
20.71,72.13,45.72
16.46,121.96,59.17
22.50,259.75,95.66
26.86,281.66,95.64
19.20,297.82,44.60
23.87,287.76,84.80
25.00,1.78,67.52
16.43,14.31,98.04
29.58,44.28,58.21
37.11,104.66,81.98
18.79,248.98,81.45
29.95,267.80,59.79
31.62,56.05,83.65
25.48,185.90,40.88
32.53,275.21,29.78
25.27,139.12,54.01
27.62,31.06,95.49
15.18,137.34,60.06
32.29,112.74,70.82
31.53,173.30,69.93
15.96,131.60,30.61
24.21,5.20,51.22
39.48,298.20,76.56
25.52,163.06,97.76
27.55,142.09,33.44
37.75,286.39,52.84
32.93,46.76,27.61
29.55,56.77,39.39
34.95,242.40,50.14
36.61,78.25,63.25
26.42,239.77,38.45
26.88,81.46,38.21
24.65,9.96,82.23
39.17,155.10,97.01
32.43,59.01,45.89
17.08,227.35,75.04
36.57,192.36,40.65
27.01,277.08,94.24
16.72,234.90,73.83
28.74,54.23,84.21
25.43,240.05,23.95
36.94,192.52,67.88
20.10,200.69,62.21
35.66,249.68,43.44
28.94,172.15,40.99
16.37,139.80,66.40
39.30,190.99,76.52
27.82,89.39,22.65
22.27,54.78,65.39
26.74,184.98,33.64
36.45,70.15,31.23
22.62,23.97,69.85
19.82,0.17,44.87
18.23,182.50,55.27
22.45,108.64,48.80
34.50,225.69,71.87
26.79,112.55,57.61
20.69,145.80,97.08
19.15,122.13,48.19
23.32,195.17,79.22
38.50,106.84,40.58
23.58,289.13,60.70
39.70,280.84,64.21
27.13,254.41,46.33
19.48,276.09,57.74
37.28,134.74,42.34
26.51,160.93,20.48
32.74,222.63,37.25
39.59,208.84,76.01
16.25,267.20,81.68
17.42,214.90,42.42
33.01,299.37,52.64
22.05,104.55,22.99
19.61,249.90,38.97
15.98,209.29,82.34
15.55,207.42,68.48
34.36,97.75,36.46
18.36,235.68,40.60
26.69,270.11,85.34
30.15,65.56,36.73
25.71,187.65,46.73
15.68,117.64,73.15
34.59,296.86,64.89
15.26,143.65,56.87
34.05,68.50,91.98
37.33,114.56,37.58
25.82,196.15,79.31
28.39,22.83,32.73
26.92,181.08,69.26
24.73,279.37,89.65
37.19,255.11,56.63
37.35,20.30,77.94
23.40,298.02,85.63
30.38,209.62,30.88
38.17,48.68,76.47
39.05,3.72,93.59
27.72,51.38,66.11
26.32,251.45,34.89
21.97,6.49,30.16
38.97,69.94,40.78
18.57,227.19,28.28
29.50,175.83,61.07
22.06,234.82,25.58
21.98,223.85,37.87
25.12,15.18,55.19
39.97,267.75,57.91
16.37,68.11,65.23
29.46,166.02,76.45
17.06,193.29,23.78
18.86,50.59,26.45
25.99,292.87,24.87
27.76,146.45,53.85
21.47,17.29,23.35
22.91,281.18,79.69
17.17,175.88,37.84
22.58,209.76,95.14
39.16,157.55,58.91
38.62,250.42,55.71
23.37,9.94,82.44
29.27,80.51,77.05
37.74,140.89,68.58
15.15,22.98,94.81
35.27,211.77,53.78
38.71,118.10,84.68
17.28,81.80,50.41
19.04,1.01,87.07
39.02,215.95,40.76
28.44,250.14,43.14
15.35,118.51,74.23
21.44,169.27,37.02
26.25,68.31,38.33
32.32,186.66,44.42
33.33,3.64,74.31
39.89,146.59,91.15
22.19,193.26,73.97
28.46,275.46,86.23
28.33,114.40,63.48
25.14,229.56,25.51
19.23,179.31,28.04
39.44,278.10,64.35
36.33,119.51,46.22
27.46,95.73,37.65
30.08,266.14,57.30
20.68,14.77,73.32
28.59,40.92,50.80
32.37,24.72,84.20
27.88,252.93,79.08
39.76,3.18,78.79
30.28,258.50,98.82
24.27,135.38,43.62
34.30,1.21,71.58
19.26,120.49,88.44
24.61,56.04,66.36
23.67,187.32,83.16
25.80,203.81,53.16
34.54,146.26,67.24
27.10,12.16,24.45
34.85,196.84,98.86
29.41,252.61,84.00
23.55,216.10,89.50
35.25,248.99,75.54
20.96,60.15,34.88
20.61,266.67,22.48
27.61,96.66,89.17
21.52,4.02,51.71
15.23,253.02,41.11
31.21,282.55,64.93
27.78,196.67,53.67
26.14,69.43,72.13
39.17,75.52,58.70
29.28,139.98,75.78
36.59,269.35,88.27
18.49,44.88,35.64
29.23,247.79,46.35
36.70,87.39,54.95
29.58,242.58,96.96
32.95,276.08,49.23
24.30,128.25,50.49
17.31,109.52,72.28
26.45,240.67,53.54
24.86,158.84,96.10
36.68,205.33,91.56
21.10,186.85,61.07
39.17,45.87,71.58
38.95,253.44,24.64
21.19,58.73,75.66
23.70,279.68,76.58
37.39,75.17,48.74
39.17,220.16,37.57
26.09,85.40,93.21
23.02,95.34,54.14
28.15,93.00,72.30
32.19,224.37,22.67
21.84,167.04,53.13
33.41,264.89,85.38
16.29,92.21,51.01
16.23,207.60,68.25
24.66,225.88,36.79
23.84,45.44,53.32
22.89,120.18,94.21
27.28,144.85,65.32
23.02,106.71,92.15
19.81,96.63,92.16
22.74,205.93,95.53
39.37,64.76,91.63
25.28,212.82,20.26
26.12,280.51,94.72
29.41,169.56,31.00
39.58,183.43,23.19
21.04,20.68,24.43
32.03,259.34,47.91
32.90,85.63,69.66
30.18,184.52,52.18
17.21,293.73,22.04
31.92,178.65,58.12
16.60,217.41,55.37
29.90,133.60,80.55
33.49,18.11,42.37
20.27,239.28,37.40
36.04,10.50,40.48
15.76,210.20,44.30
36.10,6.88,67.93
26.51,258.69,57.72
20.44,47.29,46.95
18.34,154.28,49.95
38.83,179.15,49.67
16.82,137.26,97.79
19.98,102.23,38.64
23.70,140.34,85.44
30.51,93.42,76.66
28.62,131.44,20.45
18.14,107.67,99.45
22.24,169.86,80.52
20.97,71.38,74.60
20.34,296.60,52.43
25.28,150.26,64.42
32.60,58.25,40.26
20.44,143.12,22.84
24.17,259.92,86.88
24.77,6.54,91.72
39.41,203.87,33.00
38.87,164.39,82.96
35.00,50.87,79.29
21.04,245.24,34.27
16.70,110.67,53.75
22.92,88.14,53.82
21.67,248.44,80.80
27.65,191.56,87.01
34.44,269.48,27.58
36.46,188.97,65.04
36.12,222.25,80.94
23.99,250.93,82.90
32.18,16.42,31.84
22.82,232.81,62.04
16.52,184.11,88.60
32.54,20.85,45.48
15.25,152.57,54.01
25.23,24.74,84.35
23.23,220.78,27.15
32.33,163.95,88.76
34.16,286.07,44.89
22.60,54.94,20.12
35.29,181.81,38.73
22.35,63.47,27.16
26.16,184.22,27.39
33.18,216.79,75.43
32.32,216.69,37.12
39.68,244.52,94.78
20.63,256.07,61.32
31.56,23.18,56.81
30.24,102.98,54.74
37.88,206.14,75.41
18.91,149.58,56.18
33.79,57.20,30.29
29.21,165.81,90.41
21.87,122.23,54.27
26.86,117.01,25.92
23.34,242.93,62.35
29.48,122.28,71.79
37.23,7.94,42.05
29.23,17.42,84.03
30.79,256.87,73.58
27.97,288.18,72.03
16.28,206.52,53.67
20.82,109.31,96.95
27.30,281.58,41.94
22.76,198.84,66.22
19.54,253.30,44.72
27.60,229.76,79.58
23.07,113.74,23.82
21.45,143.61,23.67
26.60,55.84,84.87
18.33,87.60,54.74
38.19,233.44,47.29
36.69,268.19,68.60
32.69,217.34,76.15
17.66,139.55,36.10
34.40,25.95,34.83
35.20,17.08,96.65
34.19,112.30,67.17
17.85,139.15,51.21
31.10,182.74,84.12
35.86,1.95,62.01
29.43,296.92,39.33
31.16,109.18,36.54
26.46,254.43,51.75
28.22,160.49,88.79
15.86,39.13,24.92
30.97,239.27,37.48
17.04,212.95,91.45
25.88,158.23,29.74
22.32,154.37,70.37
28.64,26.24,37.08
18.34,196.75,68.47
32.29,273.37,50.65
34.88,27.97,28.13
19.08,79.05,66.60
17.61,270.69,74.64
18.64,85.30,74.42
36.93,196.18,70.96
28.20,160.45,60.02
26.68,178.90,61.56
17.67,124.74,70.85
31.24,90.00,75.22
36.70,14.56,72.39
35.70,223.28,66.96
30.65,223.83,32.47
16.88,201.22,36.85
17.81,193.09,40.82
16.23,73.12,93.57
21.44,6.70,80.75
18.39,242.61,64.23
21.50,147.34,40.16
24.63,92.05,28.87
38.57,30.58,91.90
30.26,18.82,91.41
35.87,104.66,28.86
32.76,241.42,83.78
17.81,275.62,55.73
33.40,269.03,45.92
21.88,276.00,79.13
30.98,272.32,69.15
23.52,158.17,82.40
39.94,65.82,25.95
21.59,239.41,45.49
21.98,64.11,45.55
38.27,80.16,46.38
15.62,69.98,60.20
32.42,154.49,42.64
33.13,96.55,55.55
35.91,46.25,49.42
39.36,135.95,78.82
39.39,262.17,68.28
16.63,171.17,72.29
35.55,263.50,36.85
31.16,58.76,46.04
31.18,50.09,21.69
18.21,172.67,28.67
31.25,139.00,41.20
39.56,198.05,25.24
37.80,238.39,68.21
25.98,225.39,99.85
16.00,282.68,28.07
24.06,119.48,85.70
35.66,61.92,29.51
32.54,165.27,73.59
26.48,33.22,71.45
16.38,86.66,92.22
25.67,62.37,29.12
26.73,118.97,45.24
38.21,33.36,27.26
31.03,9.55,52.59
22.79,197.04,92.93
28.13,183.07,82.52
16.65,212.51,77.83
39.31,198.12,62.64
24.00,34.29,90.68
26.95,87.32,55.96
23.88,38.86,31.97
32.06,252.89,87.01
31.56,224.07,42.37
32.88,60.46,24.29
21.70,102.39,30.08
22.89,289.98,68.72
18.13,178.25,68.57
31.39,240.35,40.81
15.99,79.38,78.17
29.94,63.02,81.89
36.74,235.18,93.64
37.27,205.76,66.79
26.23,204.29,82.35
26.48,165.79,80.25
16.92,169.07,40.62
31.77,220.71,44.82
35.53,81.00,58.28
21.12,105.83,21.52
25.53,261.49,43.79
35.97,92.66,57.91
36.93,163.89,28.65
21.08,210.79,30.10
28.76,299.98,57.06
19.81,130.59,78.48
17.55,128.43,86.70
37.78,252.78,63.71
35.51,241.65,57.98
34.00,219.32,50.74
16.22,138.97,35.44
36.09,97.18,31.72
25.95,182.62,83.35
23.56,262.87,57.20
28.66,265.13,83.23
17.28,32.55,76.33
33.92,128.51,35.51
29.56,139.42,60.82
19.66,293.28,55.52
19.71,203.40,53.91
19.61,122.17,63.41
16.43,7.82,98.57
29.69,169.62,85.03
36.01,28.82,92.30
15.44,250.33,22.37
16.23,225.76,31.23
29.32,138.15,26.78
35.49,128.76,41.06
23.17,269.20,55.35
23.74,86.54,71.36
29.91,74.71,60.07
21.86,281.76,92.25
15.67,242.77,95.19
33.38,246.19,33.08
30.64,58.56,88.23
29.52,42.99,58.54
33.54,7.81,56.27
31.88,71.11,82.80
20.15,232.26,27.45
23.81,72.01,90.60
18.15,218.73,73.67
18.25,75.57,90.02
31.90,118.59,99.56
36.47,294.95,61.44
39.07,73.44,27.46
30.71,112.91,33.32
19.60,90.33,45.89
17.64,32.89,28.28
35.32,146.97,85.23
29.47,113.61,43.75
30.46,208.47,98.07
34.54,245.28,76.21
32.58,163.27,33.87
35.86,9.66,58.08
16.41,185.68,57.35
33.69,16.62,59.40
36.27,184.91,62.86
22.15,205.51,22.49
31.01,59.33,74.90
22.85,245.80,58.98
38.95,273.33,83.28
15.84,243.93,85.23
29.49,91.53,38.44
19.16,175.99,23.87
32.81,274.44,76.26
19.40,96.20,98.22
20.88,246.01,55.73
27.36,2.84,40.77
37.87,1.09,32.53
20.29,227.91,43.00
18.61,228.43,46.23
33.97,236.69,53.91
27.52,279.01,72.43
37.79,35.37,41.85
18.67,69.60,24.08
31.15,271.12,49.86
20.82,53.17,88.45
18.92,204.67,59.87
32.09,159.14,97.18
29.84,24.96,60.29
33.87,85.58,42.07
22.74,156.11,35.47
26.20,255.71,75.56
25.14,212.26,62.91
39.60,186.56,68.32
22.31,148.81,80.41
22.37,89.61,78.07
23.86,35.77,23.47
29.11,122.72,84.21
21.31,8.56,62.62
37.88,63.32,51.34
21.64,129.75,63.00
37.40,125.58,69.00
17.59,13.29,31.96
31.41,176.72,53.39
37.67,164.91,46.85
19.22,23.43,48.03
39.21,282.95,27.31
26.32,29.81,32.79
38.64,256.45,32.95
31.92,0.09,49.86
22.54,264.68,91.56
19.71,5.92,36.48
22.59,227.34,53.30
17.33,108.51,44.93
18.60,221.47,82.99
17.62,120.52,24.01
25.57,21.27,35.72
34.89,230.25,36.85
18.53,21.38,99.44
18.26,276.64,65.66
31.09,15.29,31.12
19.93,143.80,41.78
17.44,216.91,33.43
19.17,117.97,29.97
38.09,65.17,83.77
35.54,227.73,59.66
23.85,235.29,70.50
31.40,276.81,46.50
28.43,112.85,64.30
31.93,151.88,40.61
32.07,108.94,44.64
30.72,77.12,72.18
21.65,225.31,32.03
15.98,101.90,69.38
26.39,128.44,88.18
37.27,121.10,29.63
29.24,213.80,91.80
35.81,275.34,26.36
39.79,200.03,47.91
19.09,141.47,68.84
32.29,233.76,64.75
31.86,192.29,27.71
39.50,18.18,83.91
39.64,28.70,97.85
32.17,11.38,34.50
21.09,137.04,91.61
34.96,247.76,64.54
17.68,93.92,94.87
34.52,115.25,34.09
37.75,272.84,83.36
24.57,251.07,24.78
30.77,199.51,90.66
25.75,80.04,73.93
25.94,35.11,49.62
22.76,4.82,35.24
34.05,32.10,85.32
38.40,87.78,68.26
38.52,165.54,48.83
19.37,19.20,55.51
36.87,40.87,86.12
33.44,54.32,47.11
21.32,189.59,27.17
16.68,184.74,92.90
21.70,165.23,50.99
37.81,75.15,47.87
30.83,111.34,36.35
33.03,29.01,91.79
21.43,67.94,37.40
32.98,269.31,70.93
15.70,293.91,90.46
24.38,194.30,22.79
30.67,275.05,86.30
18.65,192.82,52.85
35.58,9.96,72.64
20.88,299.03,49.79
31.31,29.69,75.64
25.13,204.79,40.34
29.90,75.85,21.75
17.69,117.59,95.82
15.42,193.78,21.31
37.74,130.95,85.93
21.74,75.16,33.53
35.49,100.33,51.38
39.98,102.46,85.80
20.29,287.80,36.47
21.63,239.58,89.26
31.57,137.56,59.82
39.14,59.95,49.29
37.90,243.30,73.00
27.57,47.15,47.31
34.88,63.14,47.78
18.39,109.80,78.68
39.44,264.10,44.79
39.11,39.54,36.06
19.09,36.67,84.61
22.49,148.19,84.43
17.50,82.92,59.81
21.79,170.62,62.13
35.40,135.49,75.69
24.46,130.49,60.74
17.21,33.59,53.36
23.56,42.31,99.59
39.53,246.32,31.81
30.74,265.76,67.42
25.40,70.41,90.87
19.16,34.04,74.98
39.65,16.03,90.47
35.52,182.49,46.91
22.04,214.61,41.76
16.75,111.84,88.10
16.42,203.90,51.53
18.01,213.89,76.77
29.52,280.60,31.82
38.22,19.46,80.47
27.42,57.69,63.92
36.07,20.56,41.49
26.15,260.40,59.56
32.71,237.78,75.76
33.30,172.39,20.95
19.35,25.10,71.00
24.03,81.99,63.33
30.93,89.32,37.62
16.77,168.22,80.24
24.04,77.41,44.28
28.37,21.89,42.15
39.91,219.23,57.70
26.86,89.72,74.09
35.40,135.71,94.31
25.80,38.30,31.31
34.91,240.76,51.72
29.89,169.66,25.36
37.16,270.48,80.68
25.27,148.64,55.82
30.11,282.43,76.55
30.75,267.56,45.78
25.43,172.94,87.55
18.61,280.17,62.79
17.34,96.93,95.49
15.42,109.69,26.31
36.84,13.64,61.14
20.91,176.76,81.32
20.29,216.58,68.01
33.40,232.06,21.86
23.00,44.94,97.79
27.65,133.25,43.86
19.06,53.06,39.94
38.99,198.64,58.85
36.29,47.38,63.37
36.59,271.25,81.30
25.17,69.19,51.46
34.06,87.42,55.20
18.60,255.27,62.80
15.22,137.54,51.55
15.50,7.20,93.16
29.67,148.38,88.10
26.38,25.36,56.40
27.95,295.60,20.02
15.19,176.43,92.07
25.57,76.96,29.95
32.95,169.12,39.56
26.07,23.06,32.19
33.31,239.97,34.39
20.83,277.60,84.23
35.33,262.33,66.36
29.71,102.53,96.49
20.27,97.73,38.52
20.92,10.53,58.85
30.70,195.42,98.19
35.75,160.47,86.12
25.39,137.80,78.29
21.46,272.29,35.12
36.68,50.36,81.55
31.73,2.90,47.81
26.20,21.99,62.44
27.20,67.01,68.73
20.11,9.99,68.75
30.67,150.85,78.12
23.97,94.23,72.94
39.89,54.14,25.47
27.00,225.03,56.59
27.15,61.34,73.12
29.15,206.28,43.68
37.92,104.78,45.04
35.02,153.55,29.97
26.28,280.16,53.49
32.97,11.21,98.95
29.66,150.08,42.83
27.31,256.33,62.51
19.81,176.39,79.46
26.60,83.06,21.08
21.15,119.30,92.04
37.87,204.08,50.92
23.39,267.24,89.53
38.81,12.32,23.12
28.33,21.46,31.65
30.79,97.52,45.80
28.57,69.83,47.64
18.23,79.48,87.82
24.40,66.38,20.90
17.48,58.75,71.29
30.57,39.19,30.50
26.17,280.19,85.86
34.45,43.26,82.29
20.51,61.32,59.99
19.11,73.88,37.01
25.16,279.90,70.76
38.16,226.71,32.50
32.76,236.91,35.20
25.47,31.43,70.14
27.93,250.89,99.30
17.11,122.46,91.28
39.61,78.85,67.45
31.66,172.73,63.08
22.14,246.65,99.87
29.65,233.60,63.79
17.74,267.00,53.61
39.15,278.44,92.76
19.37,71.44,38.73
31.20,127.16,27.80
21.14,4.39,70.73
32.94,263.80,27.67
34.42,46.37,49.85
31.84,258.44,53.89
30.36,98.82,63.80
37.31,110.44,99.33
16.97,11.74,37.68
23.27,98.06,50.06
21.21,266.51,30.58
39.70,7.66,68.61
24.73,121.90,78.21
33.32,9.42,58.57
32.12,111.28,39.67
20.30,51.79,69.67
20.97,75.67,63.13
22.03,263.28,33.69
25.28,130.81,52.45
20.86,82.14,54.82
15.49,176.80,98.61
36.98,42.63,87.94
39.14,77.82,78.75
23.54,163.87,91.10
23.46,71.26,78.84
15.18,203.74,92.27
32.01,147.45,24.36
35.64,231.60,56.49
18.67,284.47,79.75
18.99,34.74,66.66
34.75,100.40,34.01
30.41,95.86,47.24
16.12,45.35,45.42
30.56,243.09,40.91
22.72,227.96,47.45
24.22,145.33,61.19
34.24,161.33,88.39
35.27,17.86,79.36
25.01,166.65,86.82
38.68,237.40,90.69
25.16,172.15,53.29
34.30,79.59,47.68
27.10,200.26,24.61
37.44,108.45,94.44
37.69,163.46,25.27
17.19,146.27,79.29
38.41,114.35,50.25
35.64,215.66,95.90
34.78,265.16,53.57
20.02,1.56,85.33
35.13,280.08,42.61
36.25,153.45,43.93
22.23,210.22,67.64
38.81,256.69,99.84
16.25,140.13,61.41
18.75,250.49,94.90
28.44,53.29,82.90
29.39,47.75,83.67
31.13,197.24,54.88
15.42,261.04,50.92
39.01,267.73,35.35
16.11,193.12,97.12
18.58,157.65,96.75
15.35,99.42,79.77
29.17,294.00,43.70
38.31,95.91,39.61
31.65,223.26,99.09
35.57,159.59,25.32
15.33,182.55,87.49
28.55,118.04,48.44
26.49,289.45,53.51
27.47,171.50,86.56
16.81,281.34,27.25
32.11,2.28,48.33
27.58,171.80,96.16
34.13,215.16,75.93
27.13,223.52,80.40
18.73,271.49,80.60
31.21,1.32,24.85
19.31,0.10,36.26
36.81,141.68,59.30
30.33,8.79,49.45
18.93,292.36,52.87
39.06,66.62,82.52
27.96,141.80,21.17
16.82,18.34,72.84
30.67,156.61,20.01
21.33,113.99,25.04
35.09,13.40,52.66
35.45,100.54,87.28
39.47,117.43,31.60
27.55,296.98,64.37
26.37,62.37,74.28
33.84,163.43,38.36
18.31,296.19,60.99
28.67,237.61,92.91
28.66,298.01,60.98
17.24,290.49,32.59
25.45,146.86,70.23
36.33,208.91,67.38
36.40,33.13,22.16
17.48,132.34,27.25
17.27,242.71,32.54
21.57,151.60,30.90
36.87,210.81,40.76
18.22,223.73,56.33
33.00,76.04,49.74
17.53,262.71,91.25
30.58,137.95,68.97
23.90,63.06,90.09
34.72,259.62,62.16
20.84,125.35,27.19
30.98,225.09,57.06
20.89,164.41,85.76
32.84,114.56,35.53
36.84,242.96,27.30
18.17,175.34,46.35
36.66,117.17,51.11
29.84,32.88,44.50
18.18,268.63,30.82
25.69,10.64,40.07
19.02,258.96,74.58
32.51,107.99,50.87
33.97,191.80,70.60
17.64,276.66,62.90
27.65,45.51,63.92
35.37,170.09,39.88
38.40,229.33,61.72
27.84,227.28,21.89
38.76,157.69,54.54
28.39,187.42,65.81
24.85,227.26,34.56
36.21,252.31,40.52
27.32,228.54,37.56
26.80,106.20,25.64
27.26,299.02,47.83
36.17,130.35,98.32
35.80,7.34,48.31
25.09,108.79,56.84
23.33,38.33,72.25
27.30,36.43,71.88
29.32,84.46,95.99
20.96,16.01,88.61
34.85,206.55,83.52
27.16,22.20,96.13
23.35,60.99,38.46
17.67,27.87,69.36
20.97,18.95,90.98
38.73,80.33,69.93
22.63,171.57,98.19
19.22,289.41,28.03
26.52,262.67,55.15
22.68,262.78,98.19
15.88,52.82,50.37
23.08,79.47,79.16
28.60,22.92,22.43
28.79,233.54,75.59
23.91,20.94,94.77
26.18,167.01,50.62
39.14,74.36,21.70
24.43,73.03,22.23
21.46,297.22,91.36
21.09,227.03,77.80
26.44,251.08,28.53
33.99,171.59,24.37
20.15,261.30,84.39
32.73,193.65,84.79
15.53,283.85,29.64
25.47,84.40,44.12
34.40,178.60,82.40
23.47,207.04,62.03
29.09,117.88,96.53
20.12,263.91,58.49
33.55,293.94,74.16
16.31,148.13,60.78
36.31,117.19,95.44
19.95,141.58,51.89
36.86,255.82,38.38
23.81,193.64,46.13
33.07,13.43,88.22
22.98,162.65,59.84
37.65,5.19,48.34
18.17,233.56,63.54
19.46,98.49,30.66
27.33,141.60,20.43
17.05,239.60,42.45
19.90,13.93,68.40
38.59,47.56,76.93
39.41,119.39,86.13
24.41,68.98,94.13
38.08,101.37,52.97
28.62,299.45,79.24
21.74,247.62,25.97
32.56,265.17,24.60
31.47,281.12,29.98
39.73,102.28,55.89
21.63,89.12,36.90
31.80,70.22,42.95
16.30,249.04,71.83
17.84,203.87,48.68
15.10,70.85,64.59
39.99,113.10,52.99
35.06,152.01,33.52
34.67,158.44,25.92
27.74,266.62,38.90
22.50,114.17,24.62
18.78,272.56,69.49
22.12,132.41,83.66
24.40,223.91,47.18
33.91,279.08,50.97
28.49,272.27,85.30
16.94,17.09,37.81
15.45,61.71,29.53
17.56,143.07,60.09
25.26,129.47,71.70
38.33,192.27,67.97
30.94,283.41,77.11
35.05,33.72,24.54
26.66,135.56,54.26
24.04,57.72,39.09
17.71,268.23,80.73
36.90,289.37,89.82
34.58,143.61,42.51
19.20,31.20,27.62
27.81,235.59,40.27
27.18,209.14,28.32
30.63,106.40,45.79
38.65,266.22,63.06
29.49,292.75,97.89
